GAME_ID,game_number,H_A,team_name,player_id,person_id,name,birthdate,birthdate_year,jersey_number,position_str,shots,goals,assists,points,primarypoints,5v5primarypoints,EVprimarypoints,plusminus,hits,pim,5v5_G,5v5_A1,5v5_A2,EV_G,EV_A1,EV_A2,PP_G,PP_A1,PP_A2,SH_G,SH_A1,SH_A2,5v5_GF,5v5_GA,5v5_GF%,faceoff_wins,faceoff_attempts
1019409,0,H,Red Deer Rebels,29009,9488,Ollie Josephson,2006-07-22,2006,17,C,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6,9
1019409,0,H,Red Deer Rebels,28128,8406,Jace Isley,2002-07-14,2002,18,LW,3,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019409,0,H,Red Deer Rebels,28148,8426,Kai Uchacz,2003-06-24,2003,19,C,6,1,0,1,1.0,1.0,1.0,2,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,11,18
1019409,0,H,Red Deer Rebels,28876,9316,Dwayne Jean Jr.,2004-04-08,2004,22,RW,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5,7
1019409,0,H,Red Deer Rebels,28449,8792,Jhett Larson,2004-02-03,2004,23,RW,5,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1019409,0,H,Red Deer Rebels,29257,9757,Nicholas Andrusiak,2004-06-15,2004,24,D,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019409,0,H,Red Deer Rebels,28857,9265,Talon Brigley,2005-02-16,2005,26,RW,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019409,0,H,Red Deer Rebels,28280,8592,Mats Lindgren,2004-08-26,2004,27,LD,0,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1019409,0,A,Calgary Hitmen,29110,9599,Dax Williams,2005-09-28,2005,2,D,0,0,0,0,0.0,0.0,0.0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0
1019409,0,A,Calgary Hitmen,28131,8409,Trey Patterson,2003-04-25,2003,3,D,1,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1019409,0,A,Calgary Hitmen,28765,9134,Blake Heward,2003-09-07,2003,4,D,1,0,0,0,0.0,0.0,0.0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0
1019409,0,A,Calgary Hitmen,28429,8750,Grayden Siepmann,2004-05-26,2004,8,D,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019409,0,A,Calgary Hitmen,28927,9369,Matteo Danis,2005-03-27,2005,11,C,3,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
1019409,0,A,Calgary Hitmen,29243,9743,Tomis Marinkovic,2004-02-15,2004,14,C,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,3
1019409,0,A,Calgary Hitmen,29058,9539,Maxim Muranov,2004-06-02,2004,15,LW,5,0,0,0,0.0,0.0,0.0,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1019409,0,A,Calgary Hitmen,29129,9623,Carson Wetsch,2006-05-04,2006,16,C,1,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1019409,0,A,Calgary Hitmen,28929,9371,David Adaszynski,2005-05-25,2005,17,LW,3,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3,5
1019409,0,A,Calgary Hitmen,29095,9579,Ethan Moore,2005-02-23,2005,18,LW,2,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,6
1019409,0,A,Calgary Hitmen,28098,8375,Sean Tschigerl,2003-04-11,2003,19,LW,0,0,0,0,0.0,0.0,0.0,-1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1019409,0,A,Calgary Hitmen,28102,8379,Riley Fiddler-Schultz,2002-05-13,2002,21,C,2,0,0,0,0.0,0.0,0.0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,29
1019409,0,A,Calgary Hitmen,28103,8380,Tyson Galloway,2003-01-20,2003,22,D,2,0,0,0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019409,0,A,Calgary Hitmen,28796,9188,Carter MacAdams,2004-03-07,2004,24,LW,1,0,0,0,0.0,0.0,0.0,-1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1019409,0,A,Calgary Hitmen,28930,9372,Carter Yakemchuk,2005-09-29,2005,26,D,1,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1019409,0,A,Calgary Hitmen,28425,8746,Brandon Whynott,2004-04-16,2004,27,LW,1,0,0,0,0.0,0.0,0.0,-1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1019409,0,A,Calgary Hitmen,29241,9741,London Hoilett,2005-02-15,2005,32,RW,0,0,0,0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019409,0,A,Calgary Hitmen,28540,8891,Oliver Tulk,2005-01-19,2005,37,C,0,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,18
1019402,0,H,Moose Jaw Warriors,28085,8362,Lucas Brenton,2003-04-23,2003,3,D,1,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1
1019402,0,H,Moose Jaw Warriors,29089,9573,Marek Howell,2006-05-19,2006,4,D,2,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,H,Moose Jaw Warriors,28296,8616,Denton Mateychuk,2004-07-12,2004,5,D,5,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,H,Moose Jaw Warriors,28884,9324,Robert Baco,2003-02-05,2003,7,LW,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1
1019402,0,H,Moose Jaw Warriors,28094,8371,Eric Alarie,2003-01-27,2003,8,LW,4,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,H,Moose Jaw Warriors,27909,8107,Logan Dowhaniuk,2002-06-20,2002,14,LD,6,1,0,1,1.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1019402,0,H,Moose Jaw Warriors,28893,9333,Ben Riche,2005-03-15,2005,15,C,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,3
1019402,0,H,Moose Jaw Warriors,28303,8623,Maximus Wanner,2003-03-12,2003,16,D,5,0,0,0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,H,Moose Jaw Warriors,29121,9614,Lynden Lakovic,2006-12-12,2006,17,C,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,H,Moose Jaw Warriors,28777,9147,Riley Niven,2003-03-19,2003,18,LW,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,H,Moose Jaw Warriors,28885,9325,Martin Rysavy,2003-03-06,2003,19,LW,4,0,1,1,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1
1019402,0,H,Moose Jaw Warriors,28897,9337,Tate Schofer,2004-04-13,2004,21,RW,1,0,0,0,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,H,Moose Jaw Warriors,28295,8615,Josh Hoekstra,2003-02-19,2003,22,LW,3,0,0,0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,12,22
1019402,0,H,Moose Jaw Warriors,28302,8622,Atley Calvert,2003-09-17,2003,23,C,5,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7,10
1019402,0,H,Moose Jaw Warriors,28299,8619,Jagger Firkus,2004-04-29,2004,27,C,4,1,1,2,2.0,1.0,1.0,0,0,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1019402,0,H,Moose Jaw Warriors,28780,9153,Brayden Yager,2005-01-03,2005,29,C,3,0,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20,35
1019402,0,H,Moose Jaw Warriors,27888,8085,Ryder Korczak,2002-09-23,2002,38,C,6,0,1,1,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,21,32
1019402,0,H,Moose Jaw Warriors,28898,9338,Matthew Gallant,2004-01-16,2004,39,D,2,0,0,0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,A,Lethbridge Hurricanes,28421,8742,Logan McCutcheon,2004-01-19,2004,2,D,2,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,A,Lethbridge Hurricanes,28422,8743,Chase Pauls,2003-10-07,2003,3,D,3,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1019402,0,A,Lethbridge Hurricanes,28153,8431,Nolan Bentham,2003-06-12,2003,4,D,3,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,A,Lethbridge Hurricanes,28138,8416,Joe Arntsen,2003-05-22,2003,7,D,3,0,0,0,0.0,0.0,0.0,-1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1019402,0,A,Lethbridge Hurricanes,28740,9107,Noah Chadwick,2005-05-10,2005,8,D,0,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,A,Lethbridge Hurricanes,29124,9617,Tristen Doyle,2006-02-17,2006,9,D,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,A,Lethbridge Hurricanes,29059,9540,Anton Astashevich,2004-03-27,2004,10,RW,5,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1019402,0,A,Lethbridge Hurricanes,29072,9555,Miguel Marques,2006-03-08,2006,14,LW,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,A,Lethbridge Hurricanes,29119,9611,Trae Wilke,2006-04-20,2006,15,LW,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2,6
1019402,0,A,Lethbridge Hurricanes,28136,8414,Jett Jones,2002-08-27,2002,17,C,7,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,18,48
1019402,0,A,Lethbridge Hurricanes,28709,9060,Logan Wormald,2005-08-12,2005,18,C,5,0,0,0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,A,Lethbridge Hurricanes,28826,9234,Brayden Edwards,2004-12-23,2004,19,RW,4,0,1,1,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,12,25
1019402,0,A,Lethbridge Hurricanes,28382,8703,Tyson Zimmer,2004-09-05,2004,21,RW,3,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,A,Lethbridge Hurricanes,28356,8677,Hayden Smith,2004-07-16,2004,22,LW,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,A,Lethbridge Hurricanes,28783,9156,Tristan Zandee,2003-11-28,2003,24,LW,5,0,0,0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019402,0,A,Lethbridge Hurricanes,28307,8628,Blake Swetlikoff,2003-05-29,2003,26,C,1,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,25
1019402,0,A,Lethbridge Hurricanes,27974,8216,Cole Shepard,2002-02-01,2002,27,C,3,1,0,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0
1019402,0,A,Lethbridge Hurricanes,28095,8372,Tyson Laventure,2003-01-28,2003,28,RW,6,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,1
1019395,0,H,Saskatoon Blades,28731,9098,Ben Saunderson,2004-09-26,2004,2,D,0,0,0,0,0.0,0.0,0.0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0
1019395,0,H,Saskatoon Blades,28383,8704,Blake Gustafson,2002-05-21,2002,3,D,1,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.3333333333333333,0,0
1019395,0,H,Saskatoon Blades,27869,8066,Aidan De La Gorgendiere,2002-02-22,2002,5,D,6,0,0,0,0.0,0.0,0.0,-3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0
1019395,0,H,Saskatoon Blades,28354,8675,Brandon Lisowsky,2004-04-13,2004,8,LW,3,0,0,0,0.0,0.0,0.0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1019395,0,H,Saskatoon Blades,28357,8678,Jayden Wiens,2003-07-18,2003,9,C,0,0,1,1,1.0,1.0,1.0,-3,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.25,11,19
1019395,0,H,Saskatoon Blades,28452,8795,Vaughn Watterodt,2004-02-13,2004,18,LW,0,0,1,1,0.0,0.0,0.0,-2,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.25,0,0
1019395,0,H,Saskatoon Blades,28900,9340,Egor Sidorov,2004-06-18,2004,19,LW,4,0,0,0,0.0,0.0,0.0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1019395,0,H,Saskatoon Blades,28894,9334,Rowan Calvert,2005-09-01,2005,23,LW,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019395,0,H,Saskatoon Blades,28718,9069,Tanner Molendyk,2005-02-03,2005,24,D,1,0,0,0,0.0,0.0,0.0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0
1019395,0,H,Saskatoon Blades,28355,8676,Spencer Shugrue,2003-07-09,2003,26,D,1,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1019395,0,H,Saskatoon Blades,28733,9100,Lukas Hansen,2005-02-22,2005,28,C,2,1,0,1,1.0,1.0,1.0,-2,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.25,0,0
1019395,0,H,Saskatoon Blades,28903,9343,Jordan Keller,2005-03-08,2005,29,LW,0,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,12
1019395,0,H,Saskatoon Blades,28144,8422,Conner Roulette,2003-05-13,2003,34,LW,2,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1019395,0,H,Saskatoon Blades,28222,8528,Trevor Wong,2003-05-04,2003,38,C,3,0,0,0,0.0,0.0,0.0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,15
1019395,0,H,Saskatoon Blades,28310,8631,Justin Lies,2003-11-24,2003,43,RW,2,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1019395,0,H,Saskatoon Blades,28068,8345,Charlie Wright,2003-10-22,2003,47,D,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0
1019395,0,H,Saskatoon Blades,28206,8484,Jake Chiasson,2003-05-25,2003,61,RW,1,0,0,0,0.0,0.0,0.0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
1019395,0,H,Saskatoon Blades,27851,8046,Josh Pillar,2002-02-14,2002,72,RW,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5,13
1019395,0,A,Regina Pats,27821,8016,Luke Bateman,2002-09-19,2002,3,D,0,0,1,1,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6666666666666666,0,0
1019395,0,A,Regina Pats,28075,8352,Riley Ginnell,2002-10-09,2002,10,LW,5,1,0,1,1.0,1.0,1.0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0
1019395,0,A,Regina Pats,28971,9427,Stanislav Svozil,2003-01-17,2003,11,D,2,1,1,2,2.0,2.0,2.0,4,0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.8333333333333334,0,0
1019395,0,A,Regina Pats,28137,8415,Zack Stringer,2003-04-10,2003,13,LW,1,0,0,0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0
1019395,0,A,Regina Pats,28281,8593,Tye Spencer,2004-06-27,2004,19,RW,1,1,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,1
1019395,0,A,Regina Pats,28294,8614,Zane Rowan,2004-05-27,2004,25,LW,0,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1019395,0,A,Regina Pats,27848,8043,Tanner Brown,2002-10-24,2002,29,D,2,0,0,0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1019395,0,A,Regina Pats,28861,9275,Brayden Barnett,2004-08-05,2004,38,C,0,0,1,1,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
